Text,Label
"I'm exhilarated",excited
"I'm feeling blue today",sad
"I'm frustrated about this",frustrated
"I feel calm right now",calm
"This makes me nervous today",anxious
"I feel normal today",neutral
"I'm mad about this today",angry
"I'm thrilled about this about this",excited
"I'm relaxed right now",calm
"I'm so hyped lately",excited
"I'm thrilled!",happy
"I'm seething",angry
"I'm nervous about this today",anxious
"This is amazing! today",happy
"I'm feeling wonderful lately",happy
"This angers me today",angry
"I'm depressed lately",sad
"I'm really frustrated lately",frustrated
"I'm so pleased lately",happy
"This is annoying",frustrated
"I'm okay today",neutral
"I'm upset about this",sad
"I feel composed about this",calm
"This makes me sad right now",sad
"I feel fantastic! lately",happy
"This is so irritating today",angry
"I'm feeling zen right now",calm
"What a wonderful day! about this",happy
"This brings me joy today",happy
"I'm so pleased lately",happy
"This is exciting! lately",excited
"I'm delighted about this",happy
"This gives me anxiety lately",anxious
"I feel normal right now",neutral
"I'm really anxious",anxious
"I feel terrible",sad
"This is so irritating about this",frustrated
"I'm exhilarated about this",excited
"I'm fed up",frustrated
"I'm feeling steady about this",calm
"I'm fed up lately",frustrated
"I'm frustrated",frustrated
"This makes me rage today",angry
"This is so irritating lately",frustrated
"I'm feeling tense about this",anxious
"This makes me nervous",anxious
"I'm delighted about this",happy
"I'm frustrated today",angry
"I'm elated",excited
"I'm frustrated lately",angry
"I'm so excited! lately",excited
"Everything is normal right now",neutral
"I feel empty inside lately",sad
"I'm feeling okay today",neutral
"I'm pumped! right now",excited
"I'm so excited! today",excited
"I'm upset lately",sad
"I'm elated",excited
"I feel hopeless about this",sad
"I'm delighted right now",happy
"I'm ecstatic lately",excited
"I'm elated today",excited
"This is maddening lately",frustrated
"I'm feeling frustrated about this",frustrated
"This makes me furious lately",angry
"I can't wait! lately",excited
"I feel fine today",neutral
"I have anxiety",anxious
"I'm worried sick right now",anxious
"I'm feeling mellow",calm
"This is so disappointing",sad
"I'm so hyped right now",excited
"This makes me sad",sad
"I'm feeling okay lately",neutral
"This is maddening today",frustrated
"I'm panicking lately",anxious
"This is so disappointing",sad
"This makes me happy right now",happy
"I'm fuming right now",angry
"I'm at peace right now",calm
"I'm feeling steady lately",calm
"Everything is normal lately",neutral
"I feel at ease about this",calm
"I'm really upset lately",angry
"This is maddening about this",frustrated
"I'm frustrated right now",frustrated
"I'm losing patience",frustrated
"I'm really frustrated right now",frustrated
"I'm feeling peaceful today",calm
"I'm so angry! lately",angry
"I'm feeling placid today",calm
"I'm thrilled! lately",happy
"This angers me",angry
"This is so irritating",frustrated
"I'm pumped! right now",excited
"I'm frustrated about this",frustrated
"This angers me about this",angry
"This is exasperating today",frustrated
"I feel empty inside about this",sad
"I'm irritated lately",angry
"I feel hopeless about this",sad
"I feel calm today",calm
"I'm feeling gloomy lately",sad
"I feel down lately",sad
"I'm on cloud nine about this",happy
"This is thrilling! today",excited
"I feel anxious",anxious
"I'm panicking lately",anxious
"Everything is normal lately",neutral
"This is amazing!",happy
"I'm depressed about this",sad
"This is exciting! lately",excited
"I feel hopeless right now",sad
"I feel hopeless lately",sad
"Everything is fine lately",neutral
"This is thrilling! about this",excited
"I'm depressed",sad
"I'm depressed today",sad
"I'm feeling anxious about this",anxious
"I'm at peace about this",calm
"I'm ecstatic today",excited
"I'm nervous about this about this",anxious
"I'm furious about this right now",angry
"I'm feeling mellow lately",calm
"This is exasperating today",frustrated
"I'm so hyped right now",excited
"I'm really worried about this",anxious
"I'm at peace today",calm
"I feel anxious about this",anxious
"I feel calm lately",calm
"I'm feeling uneasy right now",anxious
"This is so disappointing today",sad
"I'm doing alright today",neutral
"I feel awful lately",sad
"I feel tranquil right now",calm
"I'm concerned",anxious
"I'm really anxious about this",anxious
"This is so irritating today",angry
"I'm doing alright",neutral
"This makes me furious",angry
"I feel calm right now",calm
"This is so disappointing lately",sad
"I feel normal",neutral
"I'm feeling great! about this",happy
"This is awesome! today",excited
"I'm pumped! about this",excited
"I feel tranquil right now",calm
"I'm fed up about this",frustrated
"I'm feeling gloomy today",sad
"This gives me anxiety",anxious
"I'm exhilarated about this",excited
"This is awesome! right now",excited
"I'm feeling placid",calm
"I feel normal lately",neutral
"This makes me happy",happy
"This is awesome!",excited
"This makes me rage about this",angry
"I feel neutral today",neutral
"This makes me furious today",angry
"I'm feeling peaceful right now",calm
"I'm getting frustrated today",frustrated
"I'm feeling placid right now",calm
"I'm feeling serene lately",calm
"I'm nervous about this about this",anxious
"I'm feeling placid about this",calm
"I feel tranquil today",calm
"I'm so excited! right now",excited
"This gives me anxiety today",anxious
"This is so irritating right now",frustrated
"I'm feeling wonderful today",happy
"This is heartbreaking lately",sad
"This is infuriating lately",angry
"I'm really worried right now",anxious
"This is exasperating",frustrated
"I'm delighted lately",happy
"I'm fuming right now",angry
"I'm really upset",angry
"I'm buzzing with excitement right now",excited
"I'm overjoyed today",happy
"I'm really frustrated about this",frustrated
"This is exasperating",frustrated
"This is so disappointing about this",sad
"I'm feeling placid today",calm
"I'm feeling worried right now",anxious
"I'm okay with this about this",neutral
"This brings me joy today",happy
"I have anxiety right now",anxious
"I'm upset right now",sad
"I feel tranquil right now",calm
"This is so irritating",frustrated
"I feel down about this",sad
"I'm feeling okay today",neutral
"I feel terrible about this",sad
"I'm so angry! right now",angry
"Everything is fine",neutral
"This angers me today",angry
"This is so annoying today",frustrated
"I'm amped up today",excited
"I'm feeling placid right now",calm
"I'm feeling anxious",anxious
"I'm feeling frustrated about this",frustrated
"Everything is normal lately",neutral
"I feel anxious lately",anxious
"I'm feeling zen about this",calm
"I'm losing patience",frustrated
"I'm feeling zen about this",calm
"I'm indifferent today",neutral
"I feel relaxed and calm",calm
"I'm doing alright",neutral
"I'm feeling quiet today",calm
"I'm feeling worried",anxious
"I'm feeling placid today",calm
"I'm exhilarated today",excited
"I feel fine lately",neutral
"I'm feeling great! right now",happy
"This is so irritating about this",frustrated
"I'm irritated right now",angry
"This is so disappointing about this",sad
"I'm livid",angry
"I'm okay with this right now",neutral
"I feel normal today",neutral
"I feel hopeless today",sad
"I feel tranquil lately",calm
"I can't wait! right now",excited
"I feel composed today",calm
"I'm so stoked right now",excited
"I feel hopeless today",sad
"This is amazing! about this",happy
"I'm pumped! right now",excited
"I'm buzzing with excitement lately",excited
"This is annoying about this",frustrated
"I'm exhilarated today",excited
"I feel miserable about this",sad
"I'm depressed right now",sad
"I'm really frustrated today",frustrated
"This is so disappointing",sad
"I'm ecstatic today",excited
"I'm feeling peaceful right now",calm
"I'm buzzing with excitement right now",excited
"I'm so excited!",excited
"This is heartbreaking right now",sad
"This gives me anxiety",anxious
"I'm relaxed lately",calm
"I'm feeling wonderful about this",happy
"This is awesome!",excited
"I'm indifferent",neutral
"I'm really annoyed about this",frustrated
"This makes me furious about this",angry
"This makes me rage right now",angry
"This is infuriating",angry
"This is exciting! right now",excited
"I'm buzzing with excitement about this",excited
"I'm feeling sad lately",sad
"I'm so hyped lately",excited
"What a wonderful day! right now",happy
"I'm overjoyed about this",happy
"I'm feeling frustrated today",frustrated
"This makes me rage about this",angry
"I'm really annoyed today",frustrated
"This is infuriating today",angry
"Nothing special lately",neutral
"I'm feeling tense lately",anxious
"I'm feeling mellow",calm
"This gives me anxiety about this",anxious
"I feel joyful lately",happy
"This is so irritating about this",frustrated
"Nothing special today",neutral
"Nothing much right now",neutral
"I'm fuming about this",angry
"I'm ecstatic right now",excited
"This is heartbreaking today",sad
"I'm so pleased today",happy
"I'm really annoyed lately",frustrated
"I feel hopeless right now",sad
"I feel hopeless lately",sad
"This brings me joy lately",happy
"I'm really annoyed lately",frustrated
"Nothing special right now",neutral
"I'm thrilled! about this",happy
"I'm panicking right now",anxious
"This is annoying right now",frustrated
"I'm feeling sad right now",sad
"I'm feeling anxious today",anxious
"I'm losing patience today",frustrated
"This is annoying today",frustrated
"I'm feeling great! today",happy
"I'm fuming right now",angry
"I'm on cloud nine lately",happy
"I feel average about this",neutral
"I'm feeling low right now",sad
"I'm doing alright about this",neutral
"This is so disappointing right now",sad
"I'm seething",angry
"I feel composed",calm
"I'm feeling wonderful today",happy
"I'm overjoyed right now",happy
"This makes me happy about this",happy
"This is so irritating today",frustrated
"I'm feeling frustrated",frustrated
"Nothing much today",neutral
"I'm feeling serene today",calm
"I'm panicking right now",anxious
"I'm depressed",sad
"I'm really annoyed right now",frustrated
"This angers me",angry
"I feel awful lately",sad
"I feel miserable right now",sad
"I'm fed up lately",frustrated
"I'm elated about this",excited
"I'm feeling serene right now",calm
"Everything is normal today",neutral
"I'm frustrated",frustrated
"I'm annoyed today",angry
"I'm overjoyed today",happy
"I'm so stoked",excited
"I'm okay lately",neutral
"I'm amped up lately",excited
"I'm fuming about this",angry
"I'm losing patience lately",frustrated
"I'm indifferent today",neutral
"I'm amped up",excited
"I feel fantastic! about this",happy
"I'm frustrated right now",angry
"This makes me happy right now",happy
"I'm annoyed lately",angry
"I feel average today",neutral
"I feel empty inside",sad
"Everything is fine",neutral
"This is so irritating right now",frustrated
"I'm seething lately",angry
"I feel average about this",neutral
"I'm feeling sad about this",sad
"I'm seething about this",angry
"I'm feeling low lately",sad
"I'm furious about this",angry
"This is so irritating right now",angry
"I'm feeling tense",anxious
"I'm stressed out lately",anxious
"I feel hopeless lately",sad
"I'm feeling frustrated",frustrated
"I'm feeling placid about this",calm
"I'm feeling placid right now",calm
"I'm so hyped lately",excited
"I'm feeling low",sad
"I'm losing patience about this",frustrated
